"Incident ID","Incident Date",State,"City Or County",Address,"Victims Killed","Victims Injured","Suspects Killed","Suspects Injured","Suspects Arrested",Operations
3288061,"August 16, 2025",Texas,"San Antonio","S Calaveras St and Brady Blvd",0,2,0,0,0,N/A
3288125,"August 16, 2025",Florida,Crestview,"1600 Block of S Ferdon Blvd",0,0,1,0,0,N/A
3288024,"August 16, 2025",Indiana,Indianapolis,"3100 block of Brouse Ave",0,5,0,0,0,N/A
3288045,"August 16, 2025",Virginia,Blackstone,"US-460 and VA-153",0,1,1,0,0,N/A
3288719,"August 16, 2025",Illinois,Chicago,N/A,0,1,0,0,0,N/A
3288092,"August 16, 2025",Minnesota,Rochester,"2200 block of 18 1/2 Ave NW",0,1,0,0,0,N/A
3288387,"August 16, 2025",Illinois,Chicago,"3647 W 5th Ave",0,1,0,0,0,N/A
3288082,"August 16, 2025",Illinois,Chicago,"2100 block of S Pulaski Rd",0,1,0,0,0,N/A
3288080,"August 16, 2025",Illinois,Chicago,"7400 block of S State St",0,1,0,0,0,N/A
3288074,"August 16, 2025",Illinois,Chicago,"8700 block of S Escanaba Ave",0,1,0,0,0,N/A
3287803,"August 16, 2025",California,"Los Angeles","5000 block of Whittier Blvd",1,2,0,0,0,N/A
3288042,"August 16, 2025",Texas,"San Antonio","5800 block of Analissa St",0,1,0,0,0,N/A
3288704,"August 16, 2025","New York",Bronx,"3392 East Tremont Ave",0,1,0,0,0,N/A
3288070,"August 16, 2025",Illinois,Chicago,"10100 block of S Michigan Ave",0,1,0,0,0,N/A
3288068,"August 16, 2025",Ohio,Dayton,N/A,0,1,0,0,0,N/A
3288059,"August 16, 2025",Texas,"San Antonio","200 block of Dorris St",1,0,0,0,0,N/A
3288055,"August 16, 2025",Texas,"San Antonio","300 block of Pradera Butte",0,1,0,0,0,N/A
3288677,"August 16, 2025",Minnesota,Duluth,"1500 N 9th Ave E",1,0,0,0,1,N/A
3288039,"August 16, 2025",Kentucky,Louisville,"902 Markham Ln",0,1,0,0,0,N/A
3288657,"August 16, 2025",California,Oakland,"Skyline Cir and Skyline Blvd",2,0,0,0,0,N/A
3288655,"August 16, 2025",California,"Los Angeles","1200 block of E 81st St",1,0,0,0,0,N/A
3288349,"August 16, 2025","South Dakota","Rapid City","800 San Francisco St",0,1,0,0,1,N/A
3288161,"August 16, 2025",Kentucky,"Bowling Green","1235 Chestnut St",0,1,0,0,0,N/A
3288635,"August 16, 2025",California,"Los Angeles","1320 S St Andrews Pl",1,1,1,0,0,N/A
3288633,"August 16, 2025",Illinois,Peoria,"600 block of W Romeo B Garrett Ave",0,1,0,0,0,N/A
3288029,"August 16, 2025",Tennessee,Nashville,"2801 Smith Springs Rd",0,1,0,0,0,N/A
3288031,"August 16, 2025",Indiana,"South Bend","Corby Blvd and N Lawrence St",0,1,0,0,0,N/A
3288628,"August 16, 2025",California,"Los Angeles","8000 block of S Hooper Ave",1,1,0,0,0,N/A
3288621,"August 16, 2025",Minnesota,Minneapolis,"E 19th St and Nicollet Ave",0,1,0,0,0,N/A
3288614,"August 16, 2025",California,Covina,"600 block of E Camellia Dr",1,0,0,0,2,N/A
3287983,"August 16, 2025",Minnesota,Moorhead,"1121 Second Ave S",1,0,1,0,0,N/A
3288598,"August 16, 2025",Tennessee,Memphis,"Alaska St and Brown Ave",0,1,0,0,1,N/A
3287970,"August 16, 2025",Minnesota,"Saint Paul","300 block of Edmund Ave",1,0,0,0,0,N/A
3287964,"August 16, 2025","North Carolina",Burlington,"100 block of Lundsford Dr",0,2,0,0,1,N/A
3288582,"August 16, 2025",Georgia,Atlanta,"2268 Macon Dr SW",0,1,0,0,0,N/A
3287945,"August 16, 2025","North Carolina","Winston Salem (Winston-salem)","1200 block of E 25th St",1,0,0,0,1,N/A
3288575,"August 16, 2025",Oklahoma,Tulsa,"E 36th St & S Yale Ave",1,1,0,0,0,N/A
3288510,"August 16, 2025",Washington,Seattle,"8498 Seaview Pl NW",0,1,0,0,1,N/A
3287935,"August 16, 2025","North Carolina",Charlotte,"W Morehead St and S Summit Ave",0,2,0,0,0,N/A
3288559,"August 16, 2025",Oklahoma,"Oklahoma City","SE 15th St and Byers Ave",0,2,0,0,0,N/A
3287931,"August 16, 2025","North Carolina",Charlotte,"1700 block of West Blvd",0,1,0,0,0,N/A
3288556,"August 16, 2025",Wisconsin,Milwaukee,"N Bourbon St and W Fond du Lac Ave",0,1,0,0,0,N/A
3288552,"August 16, 2025",Wisconsin,Milwaukee,"S 9th St and W Lincoln Ave",0,1,0,0,0,N/A
3288546,"August 16, 2025",Connecticut,Hartford,"790 Maple St",0,1,0,0,0,N/A
3288208,"August 16, 2025",Arkansas,Beebe,"Kamak Dr",1,0,0,0,1,N/A
3288538,"August 16, 2025",Florida,Tallahassee,"2502 Holton St",1,0,0,0,0,N/A
3288507,"August 16, 2025",Missouri,"Saint Louis","4400 block of Begg Bvld",1,0,0,0,0,N/A
3288494,"August 16, 2025",Virginia,Chesapeake,"2600 block of Harvard Dr",1,0,0,0,0,N/A
3288309,"August 16, 2025",Illinois,Batavia,"1200 block of E Wilson St",0,0,1,0,0,N/A
3288235,"August 16, 2025",Louisiana,Shreveport,"2929 Peach St",0,2,0,0,0,N/A
3287863,"August 16, 2025",Pennsylvania,Philadelphia,"3200 block of Germantown Ave",0,1,0,0,0,N/A
3288479,"August 16, 2025",Kansas,"Kansas City","N 16th St and Washington Blvd",2,1,0,0,0,N/A
3288458,"August 16, 2025","North Carolina",Burlington,"1300 block of Hilldale Dr",0,1,0,0,1,N/A
3288455,"August 16, 2025",Ohio,Cincinnati,"2800 block of Geraldine Dr",0,1,0,0,1,N/A
3288450,"August 16, 2025","North Carolina",Alexander,"Old North Carolina 20 Hwy",1,0,0,0,1,N/A
3288416,"August 16, 2025","South Carolina","Charleston (Saint Andrews)","Kay St and Beatty Rd",0,1,0,0,0,N/A
3288400,"August 16, 2025","South Carolina",Lamar,"McLain St",1,0,0,0,1,N/A
3288390,"August 16, 2025","New Jersey",Newark,"200 block of Irvine Turner Blvd",0,1,0,0,0,N/A
3287812,"August 16, 2025",Maryland,Baltimore,"200 block of S Conkling St",0,1,0,0,0,N/A
3288380,"August 16, 2025",Illinois,Chicago,"8554 S Elizabeth St",0,1,0,0,0,N/A
3288378,"August 16, 2025",Georgia,Albany,"107 N Mock Rd",1,0,0,0,0,N/A
3288163,"August 16, 2025",Illinois,Chicago,"6440 S Marshfield Ave",0,1,0,0,0,N/A
3288373,"August 16, 2025",Massachusetts,Boston,"326 Harvard St",0,1,0,0,0,N/A
3288368,"August 16, 2025",Massachusetts,Taunton,"Church St",0,1,0,0,0,N/A
3288089,"August 16, 2025",Illinois,Chicago,"5934 S Carpenter St",0,1,0,0,0,N/A
3288362,"August 16, 2025",Illinois,Chicago,"7637 S King Dr",0,1,0,0,0,N/A
3288298,"August 16, 2025","New York","Corona (Queens)","84-48 Manton St",0,2,0,0,0,N/A
3288345,"August 16, 2025",Illinois,Chicago,"8400 block of S Muskegon Ave",0,3,0,0,0,N/A
3288335,"August 16, 2025",Illinois,Chicago,"5300 block of N Sheridan Rd",0,1,0,0,0,N/A
3288311,"August 16, 2025",Pennsylvania,Philadelphia,N/A,0,1,0,0,0,N/A
3288474,"August 16, 2025",Illinois,Hampshire,"100 block of High Ave",1,0,0,0,1,N/A
3288301,"August 16, 2025",Illinois,Chicago,"2400 block of W Jackson Blvd",0,4,0,0,0,N/A
3288340,"August 16, 2025",Illinois,Chicago,"800 block of W 27th St",1,0,0,0,0,N/A
